,Z,N,M_ex,Esh,alpha2,alpha4,alpha6,S_Z0N1,S_Z0N2,S_Z1N0,S_Z2N0,exist
0,9,10,-2.33,0.08,0.121,0.01,-0.003,10.581,20.652,7.909,24.238,True
1,9,11,-0.48,0.01,0.121,0.011,-0.009,6.221,16.802,9.899,27.188000000000002,True
2,10,12,-7.74,0.11,0.147,-0.012,-0.009,10.350999999999999,17.322,14.219,24.938,True
3,10,13,-5.38,-0.51,0.071,-0.019,-0.003,5.710999999999999,16.061999999999998,14.678999999999998,27.328,True
4,10,14,-6.23,-1.47,0.022,0.0,0.0,8.921,14.632,16.609,30.038,True
5,10,15,-1.91,-1.71,0.054,0.0,-0.005,3.7509999999999994,12.672,17.238999999999997,32.418,True
6,11,12,-8.7,0.24,0.174,-0.008,-0.006,11.591,22.902,8.248999999999999,22.467999999999996,True
7,11,13,-8.07,-0.22,0.078,-0.028,0.002,7.441000000000001,19.032,9.979,24.658,True
8,11,14,-9.74,-1.25,0.022,0.0,0.0,9.741,17.182000000000002,10.799,27.408,True
9,11,15,-7.06,-1.35,0.043,-0.001,0.0,5.390999999999999,15.131999999999998,12.439,29.677999999999997,True
10,12,12,-12.59,0.01,0.147,-0.025,-0.007,15.971,28.552,11.179,19.427999999999997,True
11,12,13,-12.71,-0.49,0.074,-0.023,0.0,8.191,24.162,11.929,21.908,True
12,12,14,-16.34,-1.49,0.022,0.0,0.0,11.700999999999999,19.892,13.889,24.688,True
13,12,15,-14.24,-1.53,0.043,-0.001,-0.002,5.971,17.671999999999997,14.469000000000001,26.908,True
14,12,16,-14.68,-1.31,0.02,-0.001,0.0,8.511,14.482,16.278999999999996,29.427999999999997,True
15,12,17,-10.45,-0.74,0.056,0.013,-0.005,3.8409999999999993,12.351999999999999,16.929,31.778,True
16,12,18,-9.1,-0.43,0.094,-0.004,-0.005,6.721,10.562,18.779,34.428,True
17,12,19,-3.8,-0.08,0.051,-0.015,-0.003,2.771,9.492,19.359,36.718,True
18,13,12,-8.4,-0.39,0.074,-0.023,0.0,16.761,30.992,3.099,14.278,True
19,13,13,-12.57,-1.17,0.073,-0.02,0.0,12.241,29.002,7.148999999999999,19.078,True
20,13,14,-17.5,-2.19,0.022,0.0,0.0,13.001,25.241999999999997,8.449,22.338,True
21,13,15,-17.05,-2.15,0.032,0.005,0.0,7.621,20.622,10.099,24.568,True
22,13,16,-18.11,-1.91,0.02,-0.001,0.0,9.130999999999998,16.752,10.719,26.997999999999998,True
23,13,17,-15.55,-1.36,0.06,0.003,-0.002,5.511000000000001,14.642,12.389000000000001,29.317999999999998,True
24,13,18,-14.86,-1.08,0.077,-0.009,-0.007,7.3809999999999985,12.892,13.049,31.828,True
25,13,19,-11.27,-0.89,0.05,-0.015,-0.003,4.481,11.861999999999998,14.759,34.117999999999995,True
26,13,20,-9.34,-0.86,0.016,-0.001,0.0,6.141,10.622,15.408999999999999,36.548,True
27,13,21,-4.12,-0.25,0.047,0.008,-0.004,2.851,8.992,16.948999999999998,38.618,True
28,14,14,-21.45,-3.21,0.022,0.0,0.0,16.860999999999997,30.392,11.238999999999999,19.688,True
29,14,15,-21.58,-3.13,0.021,-0.001,0.0,8.200999999999999,25.061999999999998,11.818999999999997,21.918,True
30,14,16,-24.43,-2.88,0.02,-0.001,0.0,10.921000000000001,19.122,13.609,24.328,True
31,14,17,-22.39,-2.29,0.027,0.0,-0.006,6.031000000000001,16.952,14.129,26.518,True
32,14,18,-23.32,-1.94,0.023,-0.001,-0.002,9.001,15.032,15.749,28.798000000000002,True
33,14,19,-20.41,-1.92,0.023,-0.001,-0.004,5.161,14.161999999999999,16.429000000000002,31.188,True
34,14,20,-20.3,-2.11,0.016,-0.001,0.0,7.961,13.122,18.249000000000002,33.658,True
35,14,21,-15.49,-1.44,0.027,0.0,-0.006,3.2609999999999992,11.222,18.659,35.608000000000004,True
36,14,22,-13.38,-1.0,0.027,0.001,-0.007,5.961,9.222,20.059,37.588,True
37,14,23,-7.97,-0.85,0.026,0.002,-0.006,2.6609999999999987,8.622,20.488999999999997,39.337999999999994,True
38,14,24,-5.2,-0.94,0.025,-0.002,-0.005,5.301,7.962,21.979,41.367999999999995,True
39,14,25,0.71,-1.25,0.026,-0.002,-0.005,2.1609999999999996,7.462,22.469,43.428,True
40,14,26,4.13,-1.76,0.024,-0.001,-0.002,4.651,6.811999999999999,23.939,45.708,True
41,15,14,-16.62,-3.01,0.021,-0.001,0.0,17.331000000000003,32.422,2.4590000000000014,13.698,True
42,15,15,-19.95,-2.78,0.021,-0.001,0.0,11.400999999999998,28.732,5.659000000000001,17.477999999999998,True
43,15,16,-23.85,-2.42,0.02,-0.001,0.0,11.971000000000002,23.372,6.709000000000001,20.318,True
44,15,17,-23.38,-1.81,0.036,0.002,-0.003,7.600999999999997,19.572,8.278999999999998,22.407999999999998,True
45,15,18,-24.93,-1.52,0.062,-0.001,0.0,9.621,17.221999999999998,8.899,24.648,True
46,15,19,-23.53,-1.48,0.029,-0.007,-0.004,6.671000000000001,16.292,10.409,26.838,True
47,15,20,-23.99,-1.7,0.016,-0.001,0.0,8.530999999999997,15.201999999999998,10.978999999999997,29.227999999999998,True
48,15,21,-20.62,-1.02,0.044,0.01,0.0,4.701000000000002,13.232,12.419,31.078,True
49,15,22,-19.12,-0.68,0.063,0.004,-0.004,6.571,11.272000000000002,13.029,33.088,True
50,15,23,-15.12,-0.54,0.064,0.014,-0.004,4.070999999999998,10.641999999999998,14.439,34.928,True
51,15,24,-12.86,-0.66,0.062,0.012,-0.004,5.811,9.881999999999998,14.948999999999998,36.928,True
52,15,25,-8.31,-1.02,0.061,0.013,-0.003,3.521000000000001,9.332,16.308999999999997,38.778000000000006,True
53,15,26,-5.37,-1.55,0.055,0.001,-0.005,5.130999999999999,8.652000000000001,16.789,40.728,True
54,15,27,-0.25,-2.26,0.035,-0.008,0.0,2.9509999999999996,8.081999999999999,18.049,42.608000000000004,True
55,15,28,3.31,-3.14,0.011,-0.001,0.0,4.510999999999999,7.462,18.499,44.558,True
56,16,16,-25.54,-1.85,0.02,-0.001,0.0,15.141,27.552,8.978999999999997,15.687999999999999,True
57,16,17,-25.61,-1.22,0.055,0.012,0.0,8.141,23.282,9.519,17.798,True
58,16,18,-28.86,-0.99,0.073,0.003,-0.005,11.321,19.462,11.219,20.118,True
59,16,19,-27.95,-0.94,0.035,-0.004,-0.003,7.161,18.482,11.708999999999998,22.118,True
60,16,20,-29.96,-1.15,0.016,-0.001,0.0,10.081000000000001,17.242,13.259000000000002,24.238,True
61,16,21,-27.14,-0.57,0.047,0.015,-0.001,5.2509999999999994,15.332,13.809,26.228,True
62,16,22,-27.27,-0.38,0.09,0.021,-0.003,8.200999999999999,13.451999999999998,15.438999999999998,28.467999999999996,True
63,16,23,-23.96,-0.51,0.115,0.029,-0.006,4.761000000000001,12.962,16.129,30.568,True
64,16,24,-23.16,-0.69,0.115,0.007,-0.008,7.270999999999999,12.032,17.589,32.538,True
65,16,25,-18.9,-0.94,0.099,-0.009,-0.006,3.810999999999998,11.081999999999997,17.878999999999998,34.188,True
66,16,26,-17.18,-1.36,0.07,-0.01,-0.001,6.351000000000001,10.161999999999999,19.098999999999997,35.888,True
67,16,27,-12.38,-2.03,0.037,-0.014,-0.002,3.271000000000001,9.622000000000002,19.419,37.468,True
68,16,28,-10.03,-2.85,0.011,-0.001,0.0,5.720999999999998,8.991999999999999,20.628999999999998,39.128,True
69,16,29,-3.49,-2.63,0.036,0.014,-0.004,1.5310000000000006,7.251999999999999,20.979,40.548,True
70,16,30,0.78,-2.45,0.046,0.001,-0.005,3.8009999999999993,5.332000000000001,22.119,42.007999999999996,True
71,16,31,8.04,-2.29,0.036,-0.01,-0.003,0.8110000000000008,4.612,22.349000000000004,43.248000000000005,True
72,17,16,-20.07,-1.13,0.057,0.01,0.001,15.651,29.592,1.8190000000000008,10.797999999999998,True
73,17,17,-23.44,-0.79,0.092,0.017,-0.003,11.441,27.092,5.1190000000000015,14.638000000000002,True
74,17,18,-27.79,-0.6,0.081,0.002,-0.01,12.420999999999998,23.862,6.218999999999999,17.438,True
75,17,19,-28.28,-0.48,0.05,-0.015,0.0,8.561000000000002,20.982,7.6190000000000015,19.328,True
76,17,20,-30.78,-0.67,0.016,-0.001,0.0,10.571,19.132,8.109,21.368000000000002,True
77,17,21,-29.5,-0.2,0.049,0.017,-0.001,6.790999999999999,17.362,9.649,23.458,True
78,17,22,-30.27,-0.17,0.093,0.024,-0.004,8.841,15.631999999999998,10.289,25.727999999999998,True
79,17,23,-28.4,-0.39,0.118,0.016,-0.009,6.200999999999999,15.041999999999998,11.728999999999997,27.857999999999997,True
80,17,24,-28.25,-0.76,0.129,-0.002,-0.016,7.921000000000001,14.122,12.379,29.968,True
81,17,25,-25.22,-0.95,0.118,-0.023,-0.008,5.040999999999999,12.962,13.609,31.487999999999996,True
82,17,26,-23.9,-1.33,0.086,-0.025,-0.004,6.7509999999999994,11.791999999999998,14.008999999999999,33.108,True
83,17,27,-20.32,-1.97,0.037,-0.014,-0.001,4.491000000000001,11.242,15.229,34.647999999999996,True
84,17,28,-18.48,-2.89,0.011,-0.001,0.0,6.231,10.722000000000001,15.739,36.367999999999995,True
85,17,29,-13.05,-2.59,0.033,0.011,-0.004,2.641,8.872,16.849,37.828,True
86,17,30,-9.12,-2.36,0.044,-0.002,-0.004,4.140999999999998,6.781999999999998,17.189,39.30799999999999,True
87,17,31,-2.97,-2.16,0.033,-0.011,-0.002,1.9210000000000012,6.061999999999999,18.299,40.647999999999996,True
88,17,32,1.76,-1.98,0.011,-0.001,-0.001,3.3409999999999993,5.2620000000000005,18.669,42.007999999999996,True
89,17,33,9.16,-1.28,0.03,0.0,-0.002,0.6709999999999994,4.011999999999999,19.598999999999997,43.128,True
90,18,18,-29.23,-0.38,0.094,-0.013,-0.008,15.471000000000002,27.992,8.729000000000001,14.948,True
91,18,19,-30.2,-0.25,0.057,-0.013,0.0,9.040999999999999,24.512,9.208999999999998,16.828,True
92,18,20,-34.23,-0.47,0.016,-0.001,0.0,12.100999999999997,21.141999999999996,10.738999999999995,18.847999999999995,True
93,18,21,-33.46,-0.06,0.048,0.017,-0.002,7.301000000000004,19.402,11.249,20.898,True
94,18,22,-35.69,-0.04,0.083,0.008,-0.009,10.300999999999997,17.602,12.708999999999998,22.997999999999998,True
95,18,23,-34.19,-0.21,0.102,-0.006,-0.01,6.571,16.871999999999996,13.078999999999999,24.807999999999996,True
96,18,24,-35.4,-0.57,0.117,-0.006,-0.008,9.281,15.852,14.438999999999998,26.817999999999998,True
97,18,25,-33.07,-1.06,0.113,-0.03,-0.007,5.741000000000001,15.022000000000002,15.139000000000001,28.748,True
98,18,26,-33.13,-1.52,0.088,-0.025,-0.004,8.131000000000002,13.872000000000003,16.519000000000005,30.528000000000002,True
99,18,27,-29.94,-2.19,0.044,-0.023,0.004,4.8809999999999985,13.012,16.909,32.138000000000005,True
100,18,28,-29.39,-3.14,0.011,-0.001,0.0,7.520999999999999,12.401999999999997,18.198999999999998,33.938,True
101,18,29,-24.31,-2.86,0.033,0.009,-0.004,2.990999999999998,10.511999999999997,18.549,35.397999999999996,True
102,18,30,-21.56,-2.61,0.045,-0.001,-0.004,5.321,8.311999999999998,19.729,36.918,True
103,18,31,-15.68,-2.37,0.033,-0.013,-0.002,2.1910000000000007,7.5120000000000005,19.999,38.298,True
104,18,32,-12.01,-2.1,0.011,-0.001,-0.001,4.401,6.5920000000000005,21.058999999999997,39.727999999999994,True
105,18,33,-4.87,-1.36,0.029,0.005,-0.004,0.931,5.332000000000001,21.319000000000003,40.918,True
106,18,34,0.06,-0.66,0.058,0.013,-0.002,3.141,4.071999999999999,22.488999999999997,42.448,True
107,18,35,7.67,-0.15,0.073,0.007,-0.007,0.4609999999999994,3.6020000000000003,22.769,44.02799999999999,True
108,19,18,-24.03,-0.11,0.06,-0.011,-0.001,15.951000000000002,29.852,2.0890000000000004,10.818000000000001,True
109,19,19,-28.08,-0.3,0.051,-0.016,0.0,12.120999999999997,28.072,5.168999999999999,14.377999999999997,True
110,19,20,-33.15,-0.59,0.016,-0.001,0.0,13.141,25.261999999999997,6.209000000000001,16.947999999999997,True
111,19,21,-33.71,-0.14,0.044,0.004,-0.002,8.631000000000002,21.772000000000002,7.539,18.788,True
112,19,22,-36.27,0.01,0.06,-0.006,-0.006,10.631000000000002,19.262000000000004,7.869000000000005,20.578000000000003,True
113,19,23,-35.99,-0.06,0.07,-0.019,-0.002,7.790999999999999,18.422,9.089000000000004,22.168000000000003,True
114,19,24,-37.58,-0.37,0.068,-0.018,-0.003,9.660999999999996,17.451999999999995,9.469,23.907999999999998,True
115,19,25,-36.59,-0.93,0.065,-0.018,-0.003,7.081000000000005,16.742,10.809000000000003,25.948000000000004,True
116,19,26,-37.42,-1.73,0.062,-0.017,-0.003,8.900999999999998,15.982000000000003,11.578999999999999,28.098000000000003,True
117,19,27,-35.69,-2.64,0.042,-0.018,0.003,6.340999999999996,15.241999999999994,13.038999999999996,29.947999999999997,True
118,19,28,-35.66,-3.73,0.011,-0.001,0.0,8.040999999999999,14.381999999999994,13.558999999999996,31.757999999999996,True
119,19,29,-31.69,-3.37,0.031,0.0,-0.002,4.101000000000004,12.142000000000003,14.669000000000002,33.218,True
120,19,30,-29.28,-3.09,0.043,-0.002,-0.002,5.661,9.762000000000004,15.009000000000002,34.738,True
121,19,31,-24.51,-2.83,0.031,-0.009,-0.001,3.301,8.962,16.119,36.118,True
122,19,32,-21.25,-2.62,0.011,-0.001,-0.001,4.810999999999998,8.111999999999998,16.529,37.588,True
123,19,33,-15.08,-1.75,0.025,0.006,0.001,1.9009999999999998,6.711999999999998,17.499000000000002,38.818,True
124,19,34,-10.42,-0.98,0.048,0.001,0.0,3.4109999999999996,5.311999999999999,17.769,40.257999999999996,True
125,19,35,-3.78,-0.39,0.053,-0.002,-0.003,1.4309999999999992,4.841999999999999,18.738999999999997,41.507999999999996,True
126,20,19,-26.55,-0.39,0.016,-0.001,0.0,13.161,30.612000000000002,5.759000000000002,10.928,True
127,20,20,-34.63,-0.99,0.016,-0.001,0.0,16.151000000000003,29.312,8.769000000000004,14.978000000000005,True
128,20,21,-35.46,-0.37,0.016,-0.001,0.0,8.900999999999998,25.052,9.039,16.578,True
129,20,22,-39.32,-0.12,0.016,-0.001,0.0,11.931,20.831999999999997,10.338999999999997,18.208000000000002,True
130,20,23,-39.48,-0.22,0.018,0.0,-0.002,8.230999999999996,20.161999999999995,10.778999999999995,19.868,True
131,20,24,-42.48,-0.59,0.018,0.0,-0.006,11.071,19.301999999999996,12.188999999999998,21.657999999999998,True
132,20,25,-41.94,-1.22,0.018,0.0,-0.005,7.531000000000001,18.602,12.638999999999994,23.447999999999997,True
133,20,26,-44.11,-2.07,0.016,-0.001,-0.002,10.241000000000001,17.772000000000002,13.978999999999997,25.557999999999996,True
134,20,27,-42.93,-3.17,0.019,0.0,-0.005,6.891,17.132,14.529000000000002,27.567999999999998,True
135,20,28,-44.29,-4.41,0.011,-0.001,0.0,9.431,16.322,15.919000000000002,29.477999999999998,True
136,20,29,-40.62,-4.03,0.016,-0.001,0.0,4.400999999999998,13.831999999999997,16.218999999999994,30.887999999999998,True
137,20,30,-39.33,-3.68,0.019,0.0,-0.005,6.781000000000001,11.181999999999999,17.339,32.348,True
138,20,31,-34.86,-3.4,0.014,0.001,0.0,3.601000000000001,10.382000000000001,17.638999999999996,33.757999999999996,True
139,20,32,-32.71,-3.17,0.011,-0.001,-0.001,5.921000000000001,9.522000000000002,18.749000000000002,35.278000000000006,True
140,20,33,-26.78,-2.25,0.016,-0.001,0.0,2.141,8.062000000000001,18.989,36.488,True
141,20,34,-23.12,-1.39,0.016,-0.001,-0.004,4.411,6.552,19.989,37.757999999999996,True
142,20,35,-16.65,-0.69,0.016,-0.001,-0.004,1.6009999999999973,6.011999999999997,20.159,38.897999999999996,True
143,20,36,-12.56,-0.19,0.016,-0.001,-0.003,3.9810000000000016,5.581999999999999,21.198999999999998,40.198,True
144,20,37,-5.77,0.13,0.016,-0.001,-0.003,1.2809999999999988,5.2620000000000005,21.459,41.587999999999994,True
145,20,38,-1.29,0.29,0.016,0.0,-0.003,3.591,4.872,22.609,43.158,True
146,20,39,5.82,0.3,0.016,-0.001,-0.002,0.9609999999999994,4.552,22.979,44.678,True
147,20,40,10.75,0.22,0.008,0.0,0.0,3.141,4.102,24.009,46.098,True
148,20,41,18.89,0.69,0.018,0.001,-0.003,-0.06900000000000084,3.071999999999999,24.149,47.05799999999999,False
149,21,19,-20.65,-0.06,0.05,0.0,-0.004,14.480999999999998,32.512,1.3889999999999976,7.148,True
150,21,20,-28.97,-0.46,0.016,-0.001,0.0,16.391,30.872,1.628999999999996,10.398,True
151,21,21,-32.58,-0.08,0.052,0.027,0.003,11.681,28.072,4.408999999999997,13.447999999999997,True
152,21,22,-37.34,0.15,0.084,0.026,0.0,12.831000000000005,24.512000000000004,5.309000000000003,15.648,True
153,21,23,-38.85,0.0,0.114,0.027,-0.002,9.580999999999998,22.412000000000003,6.659000000000004,17.438,True
154,21,24,-42.16,-0.27,0.121,0.001,-0.007,11.380999999999995,20.961999999999993,6.968999999999999,19.157999999999998,True
155,21,25,-42.73,-0.76,0.062,0.019,-0.003,8.641,20.021999999999995,8.078999999999999,20.717999999999993,True
156,21,26,-45.2,-1.53,0.053,0.005,-0.006,10.541000000000006,19.182000000000006,8.379000000000003,22.358,True
157,21,27,-45.06,-2.47,0.038,0.0,-0.005,7.930999999999999,18.472000000000005,9.419000000000002,23.948000000000004,True
158,21,28,-46.62,-3.53,0.011,-0.001,0.0,9.630999999999995,17.561999999999994,9.618999999999998,25.538,True
159,21,29,-44.23,-3.26,0.037,0.015,0.0,5.680999999999999,15.311999999999994,10.899,27.117999999999995,True
160,21,30,-43.29,-2.92,0.045,0.007,-0.004,7.131000000000002,12.812000000000001,11.249,28.587999999999997,True
161,21,31,-39.84,-2.54,0.033,0.0,-0.003,4.621000000000004,11.752000000000006,12.269000000000004,29.908,True
162,21,32,-37.9,-2.17,0.011,-0.001,-0.001,6.130999999999995,10.751999999999999,12.478999999999997,31.227999999999998,True
163,21,33,-33.21,-1.42,0.037,0.018,0.001,3.381000000000002,9.511999999999997,13.719,32.708,True
164,21,34,-30.11,-0.78,0.059,0.025,0.002,4.970999999999998,8.352,14.278999999999998,34.268,True
165,21,35,-24.77,-0.17,0.064,0.023,0.0,2.731,7.701999999999998,15.409,35.568,True
166,21,36,-21.05,0.26,0.064,0.016,-0.009,4.351000000000001,7.082000000000001,15.779,36.978,True
167,21,37,-15.23,0.63,0.055,0.007,-0.004,2.2509999999999994,6.602,16.749000000000002,38.208,True
168,21,38,-10.96,0.86,0.048,-0.004,-0.005,3.801,6.052,16.959000000000003,39.568,True
169,21,39,-4.72,0.98,0.028,-0.004,-0.002,1.8309999999999986,5.631999999999998,17.829,40.808,True
170,21,40,0.01,0.98,0.008,0.0,0.0,3.341,5.171999999999999,18.029,42.038,True
171,21,41,6.95,1.19,0.037,0.018,0.002,1.1309999999999993,4.4719999999999995,19.229,43.378,True
172,21,42,12.36,1.23,0.052,0.028,0.004,2.6610000000000005,3.792,19.779000000000003,44.678,True
173,21,43,19.61,1.19,0.068,0.029,-0.001,0.8209999999999997,3.4819999999999993,20.859,45.798,True
174,22,21,-30.49,0.06,0.065,0.02,-0.006,12.610999999999999,30.302,5.199,9.607999999999997,True
175,22,22,-38.08,-0.06,0.098,0.037,-0.001,15.661,28.272,8.028999999999995,13.337999999999997,True
176,22,23,-40.04,-0.26,0.119,0.03,-0.007,10.031,25.692,8.478999999999997,15.138000000000002,True
177,22,24,-44.62,-0.48,0.124,0.006,-0.015,12.650999999999998,22.682,9.749,16.718,True
178,22,25,-45.34,-0.76,0.084,0.007,-0.01,8.791000000000006,21.442000000000004,9.899000000000006,17.978000000000005,True
179,22,26,-48.87,-1.32,0.071,-0.008,-0.007,11.600999999999994,20.392,10.958999999999994,19.337999999999997,True
180,22,27,-48.85,-2.03,0.04,-0.018,0.0,8.051000000000004,19.651999999999997,11.078999999999999,20.498,True
181,22,28,-51.57,-3.04,0.011,-0.001,0.0,10.790999999999999,18.842000000000002,12.239000000000003,21.858,True
182,22,29,-49.44,-2.7,0.037,0.015,0.0,5.940999999999997,16.731999999999996,12.499,23.398,True
183,22,30,-49.75,-2.43,0.053,-0.002,-0.002,8.381000000000002,14.322,13.749,24.998,True
184,22,31,-46.5,-1.95,0.043,-0.013,0.0,4.821,13.202000000000002,13.948999999999996,26.218,True
185,22,32,-45.63,-1.52,0.011,-0.001,-0.001,7.201000000000002,12.022000000000002,15.019000000000004,27.498,True
186,22,33,-41.28,-0.83,0.083,0.024,0.003,3.7209999999999983,10.922,15.359,29.078,True
187,22,34,-39.54,-0.47,0.085,0.027,-0.002,6.330999999999998,10.051999999999996,16.719,30.997999999999998,True
188,22,35,-34.72,-0.11,0.087,0.026,-0.006,3.2509999999999994,9.581999999999997,17.238999999999997,32.647999999999996,True
189,22,36,-32.09,0.27,0.094,0.019,-0.007,5.441000000000004,8.692000000000004,18.329,34.108000000000004,True
190,22,37,-26.48,0.69,0.114,0.023,-0.003,2.4609999999999967,7.902000000000001,18.539,35.288,True
191,22,38,-23.23,0.91,0.128,0.03,0.0,4.821,7.2819999999999965,19.558999999999997,36.518,True
192,22,39,-17.23,1.02,0.15,0.024,0.0,2.0709999999999997,6.8919999999999995,19.799,37.628,True
193,22,40,-13.43,1.07,0.153,0.02,-0.001,4.270999999999999,6.341999999999999,20.729,38.757999999999996,True
194,22,41,-6.89,1.11,0.16,0.012,-0.005,1.5309999999999997,5.802,21.128999999999998,40.358000000000004,True
195,22,42,-2.49,1.08,0.119,0.017,0.0,3.6710000000000003,5.202,22.139,41.918000000000006,True
196,22,43,4.4,0.88,0.095,0.021,-0.006,1.1809999999999992,4.852,22.499,43.358000000000004,True
197,22,44,9.2,0.64,0.094,0.018,-0.009,3.271000000000001,4.452,23.558999999999997,44.668,True
198,22,45,16.56,0.38,0.087,0.003,-0.014,0.7110000000000003,3.982000000000001,23.778999999999996,45.758,True
199,22,46,21.99,0.2,0.09,-0.002,-0.008,2.641,3.3520000000000003,24.609,46.67800000000001,True
200,22,47,29.79,-0.13,0.065,-0.015,-0.007,0.270999999999999,2.911999999999999,24.759,47.518,True
201,23,21,-24.82,-0.02,0.112,0.027,0.0,13.851,31.962,1.6190000000000015,6.818000000000001,True
202,23,22,-32.93,-0.26,0.119,0.029,-0.007,16.180999999999997,30.032,2.139000000000001,10.167999999999996,True
203,23,23,-37.42,-0.65,0.127,0.027,-0.011,12.561000000000002,28.742,4.669000000000002,13.148,True
204,23,24,-42.79,-0.84,0.128,0.002,-0.017,13.440999999999997,26.002,5.459000000000001,15.208000000000002,True
205,23,25,-44.61,-0.99,0.104,-0.008,-0.013,9.891,23.331999999999997,6.558999999999996,16.458000000000002,True
206,23,26,-48.26,-1.31,0.083,-0.021,-0.005,11.720999999999998,21.612,6.679,17.637999999999995,True
207,23,27,-49.27,-1.87,0.039,-0.016,0.001,9.081000000000005,20.802000000000003,7.709000000000001,18.788,True
208,23,28,-52.33,-2.86,0.011,-0.001,0.0,11.130999999999995,20.212,8.048999999999998,20.288,True
209,23,29,-51.29,-2.48,0.036,0.014,-0.001,7.031000000000001,18.161999999999995,9.139000000000001,21.638,True
210,23,30,-51.92,-2.19,0.054,-0.001,-0.006,8.701000000000002,15.732000000000003,9.459000000000001,23.208000000000002,True
211,23,31,-49.74,-1.67,0.038,-0.015,0.002,5.891,14.592000000000002,10.529000000000002,24.477999999999998,True
212,23,32,-49.18,-1.23,0.011,-0.001,-0.001,7.5109999999999975,13.401999999999997,10.838999999999997,25.858,True
213,23,33,-46.22,-0.85,0.118,0.023,-0.003,5.110999999999999,12.621999999999996,12.228999999999997,27.587999999999997,True
214,23,34,-44.77,-0.48,0.118,0.023,-0.005,6.621000000000004,11.732000000000003,12.519000000000004,29.238000000000003,True
215,23,35,-41.02,-0.15,0.117,0.024,-0.008,4.321,10.942000000000004,13.589000000000004,30.828000000000003,True
216,23,36,-38.79,0.12,0.12,0.023,-0.008,5.840999999999996,10.161999999999995,13.988999999999995,32.318,True
217,23,37,-34.38,0.34,0.126,0.026,-0.009,3.661000000000003,9.501999999999999,15.189000000000002,33.728,True
218,23,38,-31.45,0.53,0.136,0.016,-0.007,5.1409999999999965,8.802,15.508999999999999,35.068,True
219,23,39,-26.47,0.59,0.145,0.01,-0.01,3.0909999999999993,8.231999999999996,16.528999999999996,36.328,True
220,23,40,-22.99,0.58,0.144,0.011,-0.007,4.590999999999999,7.681999999999999,16.848999999999997,37.578,True
221,23,41,-17.54,0.46,0.16,0.001,-0.013,2.6210000000000004,7.212,17.939,39.068,True
222,23,42,-13.41,0.43,0.151,0.001,-0.013,3.9410000000000007,6.562000000000001,18.209,40.348,True
223,23,43,-7.33,0.33,0.133,0.007,-0.008,1.9909999999999997,5.932,19.019,41.518,True
224,23,44,-2.75,0.11,0.114,0.004,-0.014,3.4909999999999997,5.481999999999999,19.238999999999997,42.798,True
225,23,45,3.71,-0.17,0.097,-0.006,-0.018,1.6109999999999998,5.102,20.138999999999996,43.91799999999999,True
226,23,46,8.87,-0.39,0.095,-0.013,-0.01,2.9110000000000005,4.522,20.409,45.018,True
227,23,47,15.84,-0.69,0.075,-0.031,0.0,1.100999999999999,4.0120000000000005,21.238999999999997,45.998,True
228,23,48,21.44,-1.02,0.044,-0.019,0.0,2.4709999999999983,3.5719999999999974,21.409,46.867999999999995,True
229,23,49,28.53,-1.69,0.025,-0.011,0.0,0.9809999999999999,3.451999999999998,22.339,47.958,True
230,23,50,34.1,-2.55,0.006,0.0,0.0,2.5009999999999994,3.4819999999999993,22.668999999999997,49.158,True
231,24,22,-30.11,-0.54,0.12,0.007,-0.012,17.441000000000003,31.631999999999998,4.468999999999999,6.6080000000000005,True
232,24,23,-35.35,-0.86,0.133,0.011,-0.013,13.311000000000002,30.752000000000002,5.218999999999999,9.888000000000002,True
233,24,24,-43.3,-1.34,0.136,-0.002,-0.018,16.020999999999994,29.331999999999997,7.798999999999998,13.258,True
234,24,25,-45.35,-1.36,0.125,-0.014,-0.007,10.121000000000004,26.142,8.029000000000002,14.587999999999997,True
235,24,26,-50.07,-1.51,0.088,-0.028,0.0,12.790999999999999,22.912000000000003,9.099000000000002,15.778000000000002,True
236,24,27,-51.35,-2.01,0.039,-0.016,0.0,9.351,22.142,9.368999999999998,17.078,True
237,24,28,-55.59,-2.97,0.011,-0.001,0.0,12.311000000000002,21.662000000000003,10.549000000000005,18.598000000000003,True
238,24,29,-54.82,-2.55,0.036,0.014,0.0,7.300999999999997,19.612,10.819,19.958000000000002,True
239,24,30,-56.59,-2.24,0.055,0.0,-0.006,9.841000000000003,17.142,11.959000000000001,21.418000000000003,True
240,24,31,-54.66,-1.68,0.038,-0.014,0.002,6.140999999999993,15.981999999999996,12.208999999999994,22.737999999999996,True
241,24,32,-55.2,-1.22,0.099,0.013,-0.002,8.611000000000006,14.751999999999999,13.309000000000003,24.148,True
242,24,33,-52.6,-0.93,0.114,0.003,-0.005,5.470999999999998,14.082000000000004,13.669000000000002,25.898,True
243,24,34,-52.35,-0.68,0.129,0.001,-0.014,7.821,13.291999999999998,14.868999999999998,27.388,True
244,24,35,-48.87,-0.37,0.125,-0.001,-0.012,4.590999999999996,12.411999999999995,15.138999999999994,28.727999999999998,True
245,24,36,-47.7,-0.1,0.131,-0.003,-0.012,6.901000000000005,11.492,16.199000000000005,30.188,True
246,24,37,-43.55,0.1,0.132,-0.001,-0.015,3.920999999999994,10.822,16.458999999999996,31.647999999999996,True
